message,comment_author,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,,,
Dante Russo I wonder has Pelosi ever been to the border? isn't that the desert? does grass grow in the desert?🤨 just askin..,0,2018-02-24 23:30:44,4,4,0,0,0,0,0,0,,,
Cory Robert Gossen Show us how most of the dossier has been verified to be true. More of your facts? LOL!,0,2018-02-24 23:30:46,6,6,0,0,0,0,0,0,,,
Yes Natasha Bitter you took the words right out of my mouth ☺😎😂,0,2018-02-24 23:31:06,0,0,0,0,0,0,0,0,,,
"36. This would have prevented all the shade problems the Clinton's were involved in, arrested.",0,2018-02-24 23:31:34,1,1,0,0,0,0,0,0,,,
"Pedro Zapata Terry is Russian foreigner troll? I'm the Russian ""Fembot"" here.",0,2018-02-24 23:32:11,3,1,0,0,2,0,0,0,,,
you just convinced me of who you are... WOW! That was easier than I thought...,0,2018-02-24 23:32:19,0,0,0,0,0,0,0,0,,,
"Harold - little buddy,
Why do you want justice on the Clinton's but not the Donald?",0,2018-02-24 23:33:29,2,2,0,0,0,0,0,0,,,
Terry Walker When did you become a Russian foreigner troll?,0,2018-02-24 23:33:33,4,1,0,0,3,0,0,0,,,
Terry Walker I would help Trump toss him over the wall.,0,2018-02-24 23:33:34,2,1,1,0,0,0,0,0,,,
Ayla Ponzini LOL!,0,2018-02-24 23:33:49,2,0,0,0,2,0,0,0,,,
"Terry Walker page is worth more right now to the DOJ out, than he is in.. the guy is a stooge, puts his foot in his mouth CONSTANTLY... a dumb traitor is the best kind to the FBI .. INFORMATION GOLD!",0,2018-02-24 23:35:07,1,1,0,0,0,0,0,0,,,
"Dante Russo, the only problem with that, it costs money. Some schools can barely afford supplies, never mind security. They should prevent these shootings from happening in the first place.",0,2018-02-24 23:35:16,1,1,0,0,0,0,0,0,,,
"37. To keep the integrity and accuracy of the American voting system, I believe that every voter should have voter ID cards.",0,2018-02-24 23:35:20,3,3,0,0,0,0,0,0,,,
I told my comcast xfinity voice remote to turn on fake news & it turned on CNN!!!!  Even my tv knows!!!!,0,2018-02-24 23:35:51,5,4,1,0,0,0,0,0,,,
Hillary and obama  are  all they have well not really because neither are under investigation.,0,2018-02-24 23:35:59,1,1,0,0,0,0,0,0,,,
38. A stupidity law would disqualify the Democratic government right now! We will have to find smart politicians not extreme obstructionist.,0,2018-02-24 23:36:43,0,0,0,0,0,0,0,0,,,
I agree whoever put this post together with the snake banner wasn't thinking.,0,2018-02-24 23:36:44,2,2,0,0,0,0,0,0,,,
Loredana Donovan well I have a way to find the money but you wouldn’t like it probably ... just saying... there is an option.,0,2018-02-24 23:37:34,2,2,0,0,0,0,0,0,,,
You have to change your country location from Russia to America ...change the voice setting too from Russian to English ... it will go right to Fox... technology is so confusing,0,2018-02-24 23:38:23,2,2,0,0,0,0,0,0,,,
Not Hillary not obama not Bill Michelle not  anyone in either family. Not anyone associated with them. There under investigation by trumpers but that doesn't count.,0,2018-02-24 23:39:31,1,1,0,0,0,0,0,0,,,
"Michael Milliman Haven't you noticed how they're moving away from the ""Dossier"". They finally realize there is Nothing there.. Now they're reaching into past business practices. When does this BS end?",0,2018-02-24 23:40:16,4,4,0,0,0,0,0,0,,,
"39. President Trump is an honest, caring patriotic, that will bring freedom back to America. The Democrats agenda is to poison and brainwash our children with their lying rhetoric and socialism.",0,2018-02-24 23:40:17,3,3,0,0,0,0,0,0,,,
Why is it leftists are against campaign contributions from the NRA but have no objections to Planned Parenthood doing the same? PP is responsible for the deaths of millions of children.,0,2018-02-24 23:40:34,4,3,0,0,0,1,0,0,,,
"Dante, I think the solution is better education. #ArmMeWith books.",0,2018-02-24 23:40:38,0,0,0,0,0,0,0,0,,,
Loredana Donovan thing is something HAS to be done now... I’m not gonna come down on former Presidents but they gave lip service and nothing ... we need security TRAINED for protecting our kids as their primary jobs... I mean what other thing can we do now?  Waiting is not an option.  So please... tell me if I am missing something..,0,2018-02-24 23:40:38,4,4,0,0,0,0,0,0,,,
Ah..... like shooting fish in a barrel,0,2018-02-24 23:41:00,0,0,0,0,0,0,0,0,,,
"41. I am trying to tell the democratic followers DO NOT BELIEVE EVERY THING YOU READ. Sorry if you think I am rude, but Democrats actually believes that Putin selected President Trump over Hillary.",0,2018-02-24 23:41:29,1,1,0,0,0,0,0,0,,,
I heard Donald slept with under age girls that were friends of his daughter when he was going around saying his daughter was hot enough to date!,0,2018-02-24 23:42:18,0,0,0,0,0,0,0,0,,,
Jen Rider CNN has more credibility and integrity than trump and fox combined,0,2018-02-24 23:43:08,3,2,0,0,1,0,0,0,,,
"42. This is very sad! It is very unfortunate, and disappointing that the America people can no longer thrust the main stream media. The media has lost all relatability, and needs to work to bring this thrust back.",0,2018-02-24 23:43:09,2,2,0,0,0,0,0,0,,,
HL did you enjoy the snake poem did you drool? What a genius huh,0,2018-02-24 23:43:12,0,0,0,0,0,0,0,0,,,
"Harold Lang It is No longer the Dems party. It is the Socialist/Communist party..  They, Soro's, Hillary, Obama want One world Leader. Socialism.. A Communist country.",0,2018-02-24 23:43:35,4,4,0,0,0,0,0,0,,,
Ayla Ponzini It will never end. Hate never ends for haters.,0,2018-02-24 23:43:36,3,2,0,0,0,0,1,0,,,
"Dante, it depends on the school and location. Some are safer than others. Let the local authorities and teachers/parents figure it out.",0,2018-02-24 23:43:41,0,0,0,0,0,0,0,0,,,
Terry Walker Russian,0,2018-02-24 23:43:51,0,0,0,0,0,0,0,0,,,
Loredana Donovan I’m sorry but that might be a good future solution for future generations but we need to help today’s generation.,0,2018-02-24 23:44:00,2,2,0,0,0,0,0,0,,,
Thrust I don't think so,0,2018-02-24 23:44:09,0,0,0,0,0,0,0,0,,,
Terry Walker No you are just a misinformed trump supporter,0,2018-02-24 23:44:32,0,0,0,0,0,0,0,0,,,
Terry Walker Hey! I thought I was Don Jr!,0,2018-02-24 23:44:33,3,1,0,0,2,0,0,0,,,
Tiffany Scott you are part of this Trump “resist” movement I see.  Good luck with that!  You are part of the group with the bumper sticker weaving in & out of traffic during rush hour wagging your middle finger at everyone around you!  Funny but I bet you used to have a coexist sticker on your bumper b4 Trump was elected.  You really need some anger management!,0,2018-02-24 23:44:51,4,4,0,0,0,0,0,0,,,
Harold Lang I would say most of America follows the mainstream media and you are all being left behind.  Say hello to the waste bin of history!,0,2018-02-24 23:45:35,0,0,0,0,0,0,0,0,,,
"Terry, your profile pic has been exactly the same for over a year... why? If you 
are you proud of your political stance? Why not post a nice proud picture of YOURSELF.. I’ve had my personal pic on here many times.. I don’t care who knows who I am.. I’m proud of my beliefs. I know my facts.. I do my research..",0,2018-02-24 23:45:49,0,0,0,0,0,0,0,0,,,
Michael Milliman it will end when the Mueller investigation is done and Dump is in handcuffs,0,2018-02-24 23:45:54,0,0,0,0,0,0,0,0,,,
Michael Milliman That really P*sses me off.. They are haters.. This Sherriff really has me disgusted. He & his men are responsible for the death of 17 souls. And he is on the attack?,0,2018-02-24 23:45:58,4,3,0,0,0,0,1,0,,,
Michael Milliman is terry really that funny looking 😂😂😂,0,2018-02-24 23:46:26,0,0,0,0,0,0,0,0,,,
Tiffany Scott what’s in his closet!,0,2018-02-24 23:47:01,0,0,0,0,0,0,0,0,,,
"43. This is all speculation, and until facts supporting these claims. I would advise a wait and see approach. I have always thought the news was truthful, reliable, and factual, this election made me realizes the news is none of the above, and will even go so far as to tell voters who to vote for. Talk about interfering with the election, we should be outrage at the media.",0,2018-02-24 23:47:02,1,1,0,0,0,0,0,0,,,
Terry Walker Pedro has been brain washed by Tiffany and gang..,0,2018-02-24 23:47:43,1,1,0,0,0,0,0,0,,,
Loredana Donovan I respect your opinion ... but it’s time to think like the bad guys... they don’t think like rational people do... that’s why we need to stop them by making them think twice... if we have a reliable security that might be all we need,0,2018-02-24 23:47:48,1,1,0,0,0,0,0,0,,,
"Stephanie Ann Buckingham "".MSNBC and CNN.
trump fox news is inconsistent with all other news stations."" Yes Fox is. They tell the truth far more often.",0,2018-02-24 23:48:10,1,1,0,0,0,0,0,0,,,
Harold Lang you described trump and Russia perfectly,0,2018-02-24 23:48:25,0,0,0,0,0,0,0,0,,,
House arrest and ankle bracelets what else do you need?? Bet there are more to be handed out.,0,2018-02-24 23:48:31,0,0,0,0,0,0,0,0,,,
Cory Robert Gossen grow up with the name calling!  How can anyone take you seriously when you act like a child?,0,2018-02-24 23:48:35,2,2,0,0,0,0,0,0,,,
I loved the cartoon of a large piñatas at the souther wall saying “this is sure to work!”,0,2018-02-24 23:48:54,0,0,0,0,0,0,0,0,,,
Same with HL .. who is he? His only real Profile pic was of the back of his head... why? He never answers direct questions.. he avoids real conversation and debates like the plague.. WHY?,0,2018-02-24 23:49:39,0,0,0,0,0,0,0,0,,,
Harold Lang you’re calling for a wait and see attitude after all the bs you said about Benghazi?,0,2018-02-24 23:49:56,0,0,0,0,0,0,0,0,,,
Jen Rider Mueller is the man and he will fix this mess that the illegitimate president has caused,0,2018-02-24 23:49:57,1,1,0,0,0,0,0,0,,,
Ayla Ponzini The Sherriff is a typical liberal Democrat.,0,2018-02-24 23:50:02,2,2,0,0,0,0,0,0,,,
Jen Rider you don’t seem to know what name calling is.  We you bullies as a child?,0,2018-02-24 23:50:35,0,0,0,0,0,0,0,0,,,
Did an unwitting participant or a Russian bot add that Snake banner?,0,2018-02-24 23:50:44,0,0,0,0,0,0,0,0,,,
I sure hope so,0,2018-02-24 23:51:09,0,0,0,0,0,0,0,0,,,
"44. My opinion is this is the best chance for America. The Democrats had 8 disasters years. President Obama raised our debt to $20 trillion Dollars. The debt proves that the, economy was bad, the job market was bad, trade was one sided, etc. If America was doing well, then the debt would be going down. The debt is going up because America is borrowing money to pay for our economy.",0,2018-02-24 23:51:19,0,0,0,0,0,0,0,0,,,
When they go on house arrest and  slap on the ankle bracelets. Leaves little room for speculation.,0,2018-02-24 23:51:22,0,0,0,0,0,0,0,0,,,
"Cory Robert Gossen how about our govt that passes & are supposed to enforce laws!  They are who are responsible, or should I say irresponsible, not the NRA!",0,2018-02-24 23:51:55,3,2,1,0,0,0,0,0,,,
Karol Clayborne who is next Kushner or Dump Jr,0,2018-02-24 23:51:55,1,1,0,0,0,0,0,0,,,
Harold Lang America did great under obama and that’s why he has been labeled 8 greatest president.  We should get him on Mount Rushmore,0,2018-02-24 23:52:18,3,2,0,0,1,0,0,0,,,
Tiffany Scott you can’t defend a person like Dump,0,2018-02-24 23:53:15,2,2,0,0,0,0,0,0,,,
45. I talked to non-citizens that said they voted in the 2014 election. America should issue voter ID cards for all American citizens to stop the voter fraud.,0,2018-02-24 23:53:24,1,1,0,0,0,0,0,0,,,
Michael Milliman but the cowards were republicans,0,2018-02-24 23:53:43,0,0,0,0,0,0,0,0,,,
Jen Rider the nra is all about selling guns to whom ever they can.  Their board is made up of gun manufacturers ceos.,0,2018-02-24 23:53:48,2,2,0,0,0,0,0,0,,,
http://docs.house.gov/meetings/ig/ig00/20180205/106838/hmtg-115-ig00-20180205-sd002.pdf,0,2018-02-24 23:53:58,0,0,0,0,0,0,0,0,,,
Both I would hope lol,0,2018-02-24 23:53:59,0,0,0,0,0,0,0,0,,,
Jesse McMurray “we you bullies as a child?”  What are you trying to say?  Seems you still have simple spelling errors since childhood.,0,2018-02-24 23:54:31,1,1,0,0,0,0,0,0,,,
"46. All that lying rhetoric, the Democrats should be ashamed of themselves.  It is hard for me to fathom that they actually may believe their fairyland. Do not believe the propaganda generating from the media and the Democratic Party. Use your common sense and brains.",0,2018-02-24 23:55:29,1,1,0,0,0,0,0,0,,,
Jen Rider you mean the ones that bought and paid for by the NRA like 3.2 million to Rubio and 30 million to Dump. What does trump do but make it easier for mentally ill people to get guns,0,2018-02-24 23:55:41,1,1,0,0,0,0,0,0,,,
"Why would any supporter of our country defend Russia? Defend traitors..Flynn, Manafort, Gates yet condemn our own department of justice? Our own FBI and DOJ? THERE IS IRREFUTABLE EVIDENCE AND INDICTMENTS AND STILL YOU TRASH THE REPUBLICAN INVESTIGATOR WITH AN IMPECCABLE BIO... unbelievable",0,2018-02-24 23:55:57,3,3,0,0,0,0,0,0,,,
Stephanie Ann Buckingham ask him you know what state he lives in.  He always tries to hide it but the state of Washington is his home where he murders trees. Am I right? I have no idea but I am sure if you want to know he will tell you because he is just so truthful.,0,2018-02-24 23:56:16,1,0,0,0,1,0,0,0,,,
Loredana Donovan Why was this level of school violence unheard of 30 years ago? IMO you can trend directly to the growth of liberalism in our education system.,0,2018-02-24 23:56:24,3,2,1,0,0,0,0,0,,,
47. The Democratic Party turned their back on America. I do not identify with the Party at this time. It will be a long time before I trust and vote for the Party once more.,0,2018-02-24 23:57:18,0,0,0,0,0,0,0,0,,,
Stephanie Ann Buckingham Typical liberal. When you have nothing resort to insults.,0,2018-02-24 23:57:51,3,3,0,0,0,0,0,0,,,
Jen Rider I just want to let you know we are all hear for you and have been trained by the course Melania devised to counter cyber bullying.,0,2018-02-24 23:58:23,1,1,0,0,0,0,0,0,,,
"Jesse McMurray you must have forgotten about Eric Holder’s gun smuggling to Mexico (Fast & Furious that caused the death of a border agent) & HiLIARy’s to Libya & Syria, in Benghazi that cost 5 American’s their life. I thought democrats were ant-gun?",0,2018-02-24 23:58:36,3,2,1,0,0,0,0,0,,,
Oh forgot that rant,0,2018-02-24 23:59:38,0,0,0,0,0,0,0,0,,,
"48.  Democrats are in dreamland, tell stories and a hate party.",0,2018-02-24 23:59:42,0,0,0,0,0,0,0,0,,,
Join the NRA!!!,0,2018-02-25 00:00:17,2,2,0,0,0,0,0,0,,,
Michael Milliman maybe it’s the access to guns,0,2018-02-25 00:01:02,0,0,0,0,0,0,0,0,,,
GOOD NIGHT ALL! AMERICA FIRST!!!,0,2018-02-25 00:01:13,4,3,1,0,0,0,0,0,,,
JR I sure am and I am proud to defend my country... I have generations of family here and I am NOT handing my country over to Russia... imagine that!,0,2018-02-25 00:01:37,1,1,0,0,0,0,0,0,,,
"49. Medicare and social security will not survive, unless drastic action is not taken. President Trump will save these programs for our youth. The debt tells us all we need to know, the highest debt ever at $20 trillion dollars. Obama's  economy was a disaster, job market was a disgrace, and trade was one sided, the debt go up because America cannot pay the bills, and debt go down then the opposite happens. President Trump is fixing this Obama mess.",0,2018-02-25 00:02:19,2,2,0,0,0,0,0,0,,,
"Tiffany Scott did you ever think you sound like a broken record and have earplugs in when anyone has a counterpoint... so we don’t respond cause you will just pee yourself, scream an insult, and call Trump a negative nickname... because while SOME of us here, left or right, can have a discussion,  you just want to have your head do a 360 ... so you get crickets... offer a discussion instead of insults and you won’t get crickets...",0,2018-02-25 00:02:20,4,4,0,0,0,0,0,0,,,
"Jen Rider fast and furious was a program started by GWB to trace weapons sold in the United States and used by drug cartels in Mexico. The program expanded under obama.

The program in Syria and Liberia were to start an uprising but forced friendly to the United States.  This was done by the cia.",0,2018-02-25 00:02:22,0,0,0,0,0,0,0,0,,,
Did gates wear a wire?,0,2018-02-25 00:02:34,1,0,1,0,0,0,0,0,,,
Michael Milliman ignoring me I guess,0,2018-02-25 00:03:12,0,0,0,0,0,0,0,0,,,
Oh the days of lock her up lol,0,2018-02-25 00:03:14,1,0,0,0,1,0,0,0,,,
Harold Lang seems like the shooter was about hate and worked with a militia group which are mostly aligned with trump.,0,2018-02-25 00:03:27,0,0,0,0,0,0,0,0,,,
Tiffany Scott defend your country?  So you have served in the Armed Forces?  Am I hearing you right?  Because I am a veteran & have served & know who the enemy is better than anyone else!,0,2018-02-25 00:03:29,3,2,1,0,0,0,0,0,,,
Terry Walker trump seems to use the work treason often.,0,2018-02-25 00:04:16,1,1,0,0,0,0,0,0,,,
"50. President Obama had 8 years and increase the debt by 100% over $9 trillion, the country was being ruined. Thank God for President Trump.",0,2018-02-25 00:04:42,0,0,0,0,0,0,0,0,,,
Harold Lang sure 2 trillion added to the debt in the first year Dump is on a roll,0,2018-02-25 00:04:55,1,1,0,0,0,0,0,0,,,
And then the day came they got put on lock down. Lol,0,2018-02-25 00:05:17,0,0,0,0,0,0,0,0,,,
51. President Trump is a great man!,0,2018-02-25 00:05:22,0,0,0,0,0,0,0,0,,,
Jesse McMurray I believe Eric Holder was charged with perjury for his involvement in Fast & Furious!!!!!  Soooo corrupt!!!!,0,2018-02-25 00:05:29,3,2,0,0,1,0,0,0,,,
Terry Walker not treason but money laundering and conspiracy is funny how you don’t talk about that,0,2018-02-25 00:05:52,1,1,0,0,0,0,0,0,,,
"Sure Loredana. No I didn't, and nobody needs to. You do just fine on your own.",0,2018-02-25 00:06:00,0,0,0,0,0,0,0,0,,,
52. I can tell you why I feel the Democratic Party is the party of hate just read the Democratic followers comments.,0,2018-02-25 00:06:20,0,0,0,0,0,0,0,0,,,
"Harold Lang yeah 78 months of private sector job growth was a huge drag for trump.  Sure wasn’t the 700,000 job loss the month obama took office but hey who’s counting facts, right?",0,2018-02-25 00:06:36,1,1,0,0,0,0,0,0,,,
Jen Rider I don’t know where you have been my whole life but you are AWESOME!!!  Thank you for everything you’ve done and serving our country proudly...,0,2018-02-25 00:06:44,5,2,2,0,1,0,0,0,,,
"53. The President is bringing companies and jobs back to America, not chase them out.",0,2018-02-25 00:07:11,2,0,1,0,1,0,0,0,,,
Jen Rider I am a veteran too.  Can we play that game?,0,2018-02-25 00:07:26,1,1,0,0,0,0,0,0,,,
TW why aren’t you outraged at these indictments... why aren’t you outraged at Flynn? Why aren’t you outraged that Manafort and Gates were directly involved with Russian oligarchs who immediately dropped the 8 million dollar lawsuit of Manafort as soon as he joined the trump campaign.. why aren’t you outraged with MANAFORTS direct contacts (via emails) with oligarchs in direct contact with putin during the campaign? WHY?????????? Have you actually read the indictments?,0,2018-02-25 00:07:39,1,1,0,0,0,0,0,0,,,
Harold Lang so that would mean that trump is the party of lies and perversions,0,2018-02-25 00:07:42,1,1,0,0,0,0,0,0,,,
"54. Statements that are coming from the Trump’s administration represent the truth. The only nonfactual opinionated statements are coming from mostly the Democratic side, and of course the MEDIA.",0,2018-02-25 00:08:10,0,0,0,0,0,0,0,0,,,
"Harold, The people in the UK don't remember voting for the European Union either. Because they never did.",0,2018-02-25 00:08:22,1,1,0,0,0,0,0,0,,,
Anybody here vote for the NAU? Just curious. Lol,0,2018-02-25 00:09:00,1,1,0,0,0,0,0,0,,,
Cory Robert Gossen. There’s nothing to be defended. Let’s see you come up with something besides hot air. Lol.,0,2018-02-25 00:09:33,3,2,0,0,1,0,0,0,,,
Jen Rider because he refused to make a political show after the death of two patrol officers which republicans seem to do quite well.,0,2018-02-25 00:09:54,1,1,0,0,0,0,0,0,,,
"Here is a list of mass shootings in the U.S. that featured AR-15-style rifles during the last 35 years, courtesy of the Stanford Geospatial Center and Stanford Libraries and USA TODAY research:

Feb. 24, 1984: Tyrone Mitchell, 28, used an AR-15, a Stoeger 12-gauge shotgun and a Winchester 12-gauge shotgun to kill two and wound 12 at 49th Street Elementary School in Los Angeles before killing himself.
Oct. 7, 2007: Tyler Peterson, 20, used an AR-15 to kill six and injure one at an apartment in Crandon, Wis., before killing himself.
June 20, 2012: James Eagan Holmes, 24, used an AR-15-style .223-caliber Smith and Wesson rifle with a 100-round magazine, a 12-gauge Remington shotgun and two .40-caliber Glock semi-automatic pistols to kill 12 and injure 58 at a movie theater in Aurora, Colo.
Dec. 14, 2012: Adam Lanza, 20, used an AR-15-style rifle, a .223-caliber Bushmaster, to kill 27 people — his mother, 20 students and six teachers — in Newtown, Conn., before killing himself.
June 7, 2013: John Zawahri, 23, used an AR-15-style .223-caliber rifle and a .44-caliber Remington revolver to kill five and injure three at a home in Santa Monica, Calif., before he was killed.
March 19, 2015: Justin Fowler, 24, used an AR-15 to kill one and injure two on a street in Little Water, N.M., before he was killed.
May 31, 2015: Jeffrey Scott Pitts, 36, used an AR-15 and .45-caliber handgun to kill two and injure two at a store in Conyers, Ga., before he was killed.
Oct. 31, 2015: Noah Jacob Harpham, 33, used an AR-15, a .357-caliber revolver and a 9mm semi-automatic pistol to kill three on a street in Colorado Springs, Colo., before he was killed.
Dec. 2, 2015: Syed Rizwyan Farook and Tashfeen Malik, 28 and 27, used two AR-15-style, .223-caliber Remington rifles and two 9 mm handguns to kill 14 and injure 21 at his workplace in San Bernardino, Calif., before they were killed.
June 12, 2016: Omar Mateen, 29, used an AR-15 style rifle (a Sig Sauer MCX), and a 9mm Glock semi-automatic pistol to kill 49 people and injure 50 at an Orlando nightclub before he was killed.
Oct. 1, 2017: Stephen Paddock, 64, used a stockpile of guns including an AR-15 to kill 58 people and injure hundreds at a music festival in Las Vegas before he killed himself.
Nov. 5, 2017: Devin Kelley, 26, used an AR-15 style Ruger rifle to kill 26 people at a church in Sutherland Springs, Texas, before he was killed.
Feb. 14, 2018: Police say Nikolas Cruz, 19, used an AR-15-style rifle to kill at least 17 people at Marjory Stoneman Douglas High School in Parkland, Fla.",0,2018-02-25 00:10:18,4,3,0,0,1,0,0,0,,,
"I think maybe the only uniform Tiffany has worn is the pink ""P*ssy"" hat and the ""V*gina"" costumes. Too bad she won't see my comment. I've blocked this loon.",0,2018-02-25 00:10:21,3,1,0,0,2,0,0,0,,,
55. The Democrats are hateful and bullies with their lying rhetoric.,0,2018-02-25 00:10:29,4,2,0,0,2,0,0,0,,,
Jesse McMurray you obviously were dis-honorably discharged...not me!!!!,0,2018-02-25 00:11:05,3,2,1,0,0,0,0,0,,,
"Tiffany, I really don't care what happens to Gates or Manafort. I don't recall them even being on the ballot.",0,2018-02-25 00:12:01,6,5,0,0,1,0,0,0,,,
Stephanie Ann Buckingham why are you so angry and being a bully?  We expect that from Tiffany but why can’t you just talk like a normal person.,0,2018-02-25 00:12:25,4,3,1,0,0,0,0,0,,,
56.  The Democratic Party turned their back on America. I do not identify with the Party at this time. It will be a long time before I trust and vote for the Party once more.,0,2018-02-25 00:12:34,1,1,0,0,0,0,0,0,,,
Darren Moran NAU? nausea?,0,2018-02-25 00:12:41,2,2,0,0,0,0,0,0,,,
Harold Lang and that’s why you refuse to talk to them but make the same dumb arguments over and over again.  Your comments are meant to be Derisive with no way to counter your lies.,0,2018-02-25 00:13:19,1,1,0,0,0,0,0,0,,,
Jesse McMurray perjury means LYING!!!!!  Eric Holder doesn’t give a rip about anyone bur himself & he was protecting himself!!!,0,2018-02-25 00:14:07,3,3,0,0,0,0,0,0,,,
Stephanie Ann Buckingham Will you be wearing your pink outfits & scream at the sky? Don't forget your blankey.,0,2018-02-25 00:14:14,5,3,2,0,0,0,0,0,,,
"57. The Democratic Party is acting more like a communist Party; they are using scared tactics and lies to mislead the public. I feel like I went back in time to McCarthyism in the 1950s. Is this the new playbook a Democratic McCarthyism? The public is seeing through this propaganda and moving away from the Party. At this rate the Democrats will self-destruct. The Party is spreading ridiculous rubbish of, Putin, Nazis and fascism. This is only hurting the Party; I am amaze that the party and their supporters seem to have lost all reality, and common sense.",0,2018-02-25 00:14:28,0,0,0,0,0,0,0,0,,,
Robin Eriksen 13 Russians indicted Flynn flipped gates flipped manafort looking at life in jail so he will flip Kushner and Dump jr is next. These are called facts you might want to try using them once and a while,0,2018-02-25 00:17:34,1,0,0,0,1,0,0,0,,,
Terry Walker that’s not true that’s what fox is trying to spread,0,2018-02-25 00:18:24,1,0,0,0,1,0,0,0,,,
"58. New Democrat’s play book Democratic McCarthyism, this is how we will remember the Democratic Party..",0,2018-02-25 00:18:35,0,0,0,0,0,0,0,0,,,
I swear Tiffany cloned herself. 🤪.  That’s ok.  She’s a pussycat.,0,2018-02-25 00:18:49,3,0,1,0,2,0,0,0,,,
59. The new Democratic McCarthyism. Label a politician and his career is over. Americans are wise to this rhetoric and propaganda.,0,2018-02-25 00:19:24,0,0,0,0,0,0,0,0,,,
"60. Unfortunate, we might remember the Democratic Party as Democrats = the new Democratic McCarthyism.",0,2018-02-25 00:20:12,2,2,0,0,0,0,0,0,,,
"Carl Ostendarp no mass terrorist shooter was a registered NRA member.  But here is a list of registered democrats who have been involved in high profile murders & mass shootings:

In 1865 a Democrat shot and killed Abraham Lincoln, President of the United States.
In 1881 a left wing radical Democrat shot James Garfield, President of the United States who later died from the wound.
In 1963 a radical left wing socialist shot and killed John F. Kennedy, President of the United States.
In 1968 marther Luther King was killed by a Democrat!
In 1975 a left wing radical Democrat fired shots at Gerald Ford, President of the United States.
In 1983 a registered Democrat shot and wounded Ronald Reagan, President of the United States.
In 1984 James Hubert, a disgruntled Democrat, shot and killed 22 people in a McDonalds restaurant.
In 1986 Patrick Sherrill, a disgruntled Democrat, shot and killed 15 people in an Oklahoma post office.
In 1990 James Pough, a disgruntled Democrat, shot and killed 10 people at a GMAC office.
In 1991 George Hennard, a disgruntled Democrat, shot and killed 23 people in a Luby's cafeteria.
In 1995 James Daniel Simpson, a disgruntled Democrat, shot and killed 5 coworkers in a Texas laboratory.
In 1999 Larry Asbrook, a disgruntled Democrat, shot and killed 8 people at a church service.
In 2001 a left wing radical Democrat fired shots at the White House in a failed attempt to kill George W. Bush, President of the US.
In 2003 Douglas Williams, a disgruntled Democrat, shot and killed 7 people at a Lockheed Martin plant.
In 2007 a registered Democrat named Seung - Hui Cho, shot and killed 32 people in Virginia Tech.
In 2009, a left wing radical Islamic sympathizer Major Nidal Hasan fatally shot 13 people and injured more than 30 others on Fort Hood, near Killeen, Texas. The shooting produced more casualties than any other on an American military base.
In 2010 a mentally ill registered Democrat named Jared Lee Loughner, shot Rep. Gabrielle Giffords in the head thus wounding her for life.
In 2011 a registered Democrat named James Holmes, went into a movie theater and shot and killed 12 people.
In 2012 Andrew Engeldinger, a disgruntled Democrat, shot and killed 7 people in Minneapolis.
In 2013 a registered Democrat named Adam Lanza, shot and killed 26 people in a school.
In Sept 2013, an angry Democrat shot 12 at a Navy ship yard.
In 2016 a registered Muslim Democrat murdered 49 people in an Orlando night club.
One could go on, but you get the point, even if the media does nothing.
Clearly, there is a problem with Democrats and guns.
Not one NRA member, Tea Party member, or Republican conservative was involved in these shootings and murders.",0,2018-02-25 00:20:15,1,1,0,0,0,0,0,0,,,
Dante Russo ? Splain,0,2018-02-25 00:21:32,0,0,0,0,0,0,0,0,,,
"61. If the Democratic Party does not change their ways and become truthful, honest, and does what is only good for America, the party will end.",0,2018-02-25 00:21:43,1,1,0,0,0,0,0,0,,,
Dante Russo I have a lot of knowledge and zero tolerance for BS,0,2018-02-25 00:22:05,0,0,0,0,0,0,0,0,,,
Harold Lang your stupidity tonight is bigly sad good night,0,2018-02-25 00:22:24,0,0,0,0,0,0,0,0,,,
62.   The debt is  $20 trillion dollars and President Obama is irresponsible.,0,2018-02-25 00:23:08,2,2,0,0,0,0,0,0,,,
"terribly sorry Terry, you might want to consider though- that the mostly very young people on the list are still actually dead whether or not they had a lot of company when they were being killed.",0,2018-02-25 00:23:22,0,0,0,0,0,0,0,0,,,
"Because you feed the poison snakes  in your bosom  instead of say thank you, they welcome with deadly bite, that is Islamic nature.",0,2018-02-25 00:23:31,0,0,0,0,0,0,0,0,,,
Your friend Stephanie sounds just like you.  Only difference we both know the hidden crush you have on me.  😜,0,2018-02-25 00:23:59,4,0,1,1,2,0,0,0,,,
"63.  Do nothing career politicians and President Obama created President Trump. These politicians were living in a bubble not knowing or caring about the voters. If these politicians came up with SOME solutions to simple problems, debt, illegals, trade, job creation, corruption, healthcare, etc. then there would be no President Trump or Bernie. Our government has not work for 25 years and President Trump is fixing this.",0,2018-02-25 00:24:36,2,2,0,0,0,0,0,0,,,
"Anyone else see this... friggin awesome news:
http://triblive.com/aande/movies/13335987-74/danger-will-robinson-lost-in-space-remake-starts-april-13-on-netflix",0,2018-02-25 00:24:42,0,0,0,0,0,0,0,0,,,
Kicked out all the illegals and feed the Christian born again people love peace and Harmony,0,2018-02-25 00:25:02,0,0,0,0,0,0,0,0,,,
Lol Dante!!,0,2018-02-25 00:25:02,2,2,0,0,0,0,0,0,,,
